table,gender,tobacco,relative_risk,attained_age,q_ult
t3248,Male,Non-Smoker,RR60,108,0.46498
t3248,Male,Non-Smoker,RR60,109,0.47812
t3248,Male,Non-Smoker,RR60,110,0.48857
t3248,Male,Non-Smoker,RR60,111,0.49595
t3248,Male,Non-Smoker,RR60,112,0.5
t3248,Male,Non-Smoker,RR60,113,0.5
t3248,Male,Non-Smoker,RR60,114,0.5
t3248,Male,Non-Smoker,RR60,115,0.5
t3248,Male,Non-Smoker,RR60,116,0.5
t3248,Male,Non-Smoker,RR60,117,0.5
t3248,Male,Non-Smoker,RR60,118,0.5
t3248,Male,Non-Smoker,RR60,119,0.5
t3248,Male,Non-Smoker,RR60,120,0.5
t3249,Male,Non-Smoker,RR70,18,5.4e-4
t3249,Male,Non-Smoker,RR70,19,5.6e-4
t3249,Male,Non-Smoker,RR70,20,5.8e-4
t3249,Male,Non-Smoker,RR70,21,6.1e-4
t3249,Male,Non-Smoker,RR70,22,5.9e-4
t3249,Male,Non-Smoker,RR70,23,5.7e-4
t3249,Male,Non-Smoker,RR70,24,5.6e-4
t3249,Male,Non-Smoker,RR70,25,5.6e-4
t3249,Male,Non-Smoker,RR70,26,4.8e-4
t3249,Male,Non-Smoker,RR70,27,4.6e-4
t3249,Male,Non-Smoker,RR70,28,4.1e-4
t3249,Male,Non-Smoker,RR70,29,3.8e-4
t3249,Male,Non-Smoker,RR70,30,3.6e-4
t3249,Male,Non-Smoker,RR70,31,3.8e-4
t3249,Male,Non-Smoker,RR70,32,3.9e-4
t3249,Male,Non-Smoker,RR70,33,4.5e-4
t3249,Male,Non-Smoker,RR70,34,5.1e-4
t3249,Male,Non-Smoker,RR70,35,6e-4
t3249,Male,Non-Smoker,RR70,36,6.9e-4
t3249,Male,Non-Smoker,RR70,37,7.9e-4
t3249,Male,Non-Smoker,RR70,38,8.6e-4
t3249,Male,Non-Smoker,RR70,39,9.1e-4
t3249,Male,Non-Smoker,RR70,40,9.5e-4
t3249,Male,Non-Smoker,RR70,41,0.00101
t3249,Male,Non-Smoker,RR70,42,0.00107
t3249,Male,Non-Smoker,RR70,43,0.00114
t3249,Male,Non-Smoker,RR70,44,0.00119
t3249,Male,Non-Smoker,RR70,45,0.00123
t3249,Male,Non-Smoker,RR70,46,0.00128
t3249,Male,Non-Smoker,RR70,47,0.00133
t3249,Male,Non-Smoker,RR70,48,0.00138
t3249,Male,Non-Smoker,RR70,49,0.00145
t3249,Male,Non-Smoker,RR70,50,0.00152
t3249,Male,Non-Smoker,RR70,51,0.00164
t3249,Male,Non-Smoker,RR70,52,0.00176
t3249,Male,Non-Smoker,RR70,53,0.0019
t3249,Male,Non-Smoker,RR70,54,0.00205
t3249,Male,Non-Smoker,RR70,55,0.00219
t3249,Male,Non-Smoker,RR70,56,0.00231
t3249,Male,Non-Smoker,RR70,57,0.00243
t3249,Male,Non-Smoker,RR70,58,0.00256
t3249,Male,Non-Smoker,RR70,59,0.00271
t3249,Male,Non-Smoker,RR70,60,0.00291
t3249,Male,Non-Smoker,RR70,61,0.00318
t3249,Male,Non-Smoker,RR70,62,0.00353
t3249,Male,Non-Smoker,RR70,63,0.00394
t3249,Male,Non-Smoker,RR70,64,0.00439
t3249,Male,Non-Smoker,RR70,65,0.00491
t3249,Male,Non-Smoker,RR70,66,0.00547
t3249,Male,Non-Smoker,RR70,67,0.00609
t3249,Male,Non-Smoker,RR70,68,0.00679
t3249,Male,Non-Smoker,RR70,69,0.00761
t3249,Male,Non-Smoker,RR70,70,0.00858
t3249,Male,Non-Smoker,RR70,71,0.00975
t3249,Male,Non-Smoker,RR70,72,0.01116
t3249,Male,Non-Smoker,RR70,73,0.01284
t3249,Male,Non-Smoker,RR70,74,0.01477
t3249,Male,Non-Smoker,RR70,75,0.01698
t3249,Male,Non-Smoker,RR70,76,0.01944
t3249,Male,Non-Smoker,RR70,77,0.0222
t3249,Male,Non-Smoker,RR70,78,0.02533
t3249,Male,Non-Smoker,RR70,79,0.02893
t3249,Male,Non-Smoker,RR70,80,0.03314
t3249,Male,Non-Smoker,RR70,81,0.03795
t3249,Male,Non-Smoker,RR70,82,0.0434
t3249,Male,Non-Smoker,RR70,83,0.04969
t3249,Male,Non-Smoker,RR70,84,0.05703
t3249,Male,Non-Smoker,RR70,85,0.06561
t3249,Male,Non-Smoker,RR70,86,0.07563
t3249,Male,Non-Smoker,RR70,87,0.0872
t3249,Male,Non-Smoker,RR70,88,0.10039
t3249,Male,Non-Smoker,RR70,89,0.11481
t3249,Male,Non-Smoker,RR70,90,0.13032
t3249,Male,Non-Smoker,RR70,91,0.14685
t3249,Male,Non-Smoker,RR70,92,0.16363
t3249,Male,Non-Smoker,RR70,93,0.18043
t3249,Male,Non-Smoker,RR70,94,0.19647
t3249,Male,Non-Smoker,RR70,95,0.21108
t3249,Male,Non-Smoker,RR70,96,0.22779
t3249,Male,Non-Smoker,RR70,97,0.24559
t3249,Male,Non-Smoker,RR70,98,0.26495
t3249,Male,Non-Smoker,RR70,99,0.28546
t3249,Male,Non-Smoker,RR70,100,0.3067
t3249,Male,Non-Smoker,RR70,101,0.32825
t3249,Male,Non-Smoker,RR70,102,0.35002
t3249,Male,Non-Smoker,RR70,103,0.37165
t3249,Male,Non-Smoker,RR70,104,0.39279
t3249,Male,Non-Smoker,RR70,105,0.41305
t3249,Male,Non-Smoker,RR70,106,0.43208
t3249,Male,Non-Smoker,RR70,107,0.44951
t3249,Male,Non-Smoker,RR70,108,0.46498
t3249,Male,Non-Smoker,RR70,109,0.47812
t3249,Male,Non-Smoker,RR70,110,0.48857
t3249,Male,Non-Smoker,RR70,111,0.49595
t3249,Male,Non-Smoker,RR70,112,0.5
t3249,Male,Non-Smoker,RR70,113,0.5
t3249,Male,Non-Smoker,RR70,114,0.5
t3249,Male,Non-Smoker,RR70,115,0.5
t3249,Male,Non-Smoker,RR70,116,0.5
t3249,Male,Non-Smoker,RR70,117,0.5
t3249,Male,Non-Smoker,RR70,118,0.5
t3249,Male,Non-Smoker,RR70,119,0.5
t3249,Male,Non-Smoker,RR70,120,0.5
t3250,Male,Non-Smoker,RR80,18,6e-4
t3250,Male,Non-Smoker,RR80,19,6.2e-4
t3250,Male,Non-Smoker,RR80,20,6.4e-4
t3250,Male,Non-Smoker,RR80,21,6.7e-4
t3250,Male,Non-Smoker,RR80,22,6.4e-4
t3250,Male,Non-Smoker,RR80,23,6.2e-4
t3250,Male,Non-Smoker,RR80,24,6.2e-4
t3250,Male,Non-Smoker,RR80,25,6.2e-4
t3250,Male,Non-Smoker,RR80,26,5.2e-4
t3250,Male,Non-Smoker,RR80,27,5e-4
t3250,Male,Non-Smoker,RR80,28,4.5e-4
t3250,Male,Non-Smoker,RR80,29,4.2e-4
t3250,Male,Non-Smoker,RR80,30,4e-4
t3250,Male,Non-Smoker,RR80,31,4.2e-4
t3250,Male,Non-Smoker,RR80,32,4.3e-4
t3250,Male,Non-Smoker,RR80,33,4.9e-4
t3250,Male,Non-Smoker,RR80,34,5.6e-4
t3250,Male,Non-Smoker,RR80,35,6.5e-4
t3250,Male,Non-Smoker,RR80,36,7.6e-4
t3250,Male,Non-Smoker,RR80,37,8.6e-4
t3250,Male,Non-Smoker,RR80,38,9.5e-4
t3250,Male,Non-Smoker,RR80,39,0.001
t3250,Male,Non-Smoker,RR80,40,0.00105
t3250,Male,Non-Smoker,RR80,41,0.00111
t3250,Male,Non-Smoker,RR80,42,0.00118
t3250,Male,Non-Smoker,RR80,43,0.00125
t3250,Male,Non-Smoker,RR80,44,0.00131
t3250,Male,Non-Smoker,RR80,45,0.00135
t3250,Male,Non-Smoker,RR80,46,0.0014
t3250,Male,Non-Smoker,RR80,47,0.00145
t3250,Male,Non-Smoker,RR80,48,0.00151
t3250,Male,Non-Smoker,RR80,49,0.00159
t3250,Male,Non-Smoker,RR80,50,0.00167
t3250,Male,Non-Smoker,RR80,51,0.00179
t3250,Male,Non-Smoker,RR80,52,0.00194
t3250,Male,Non-Smoker,RR80,53,0.00211
t3250,Male,Non-Smoker,RR80,54,0.00228
t3250,Male,Non-Smoker,RR80,55,0.00245
t3250,Male,Non-Smoker,RR80,56,0.00261
t3250,Male,Non-Smoker,RR80,57,0.00276
t3250,Male,Non-Smoker,RR80,58,0.00291
t3250,Male,Non-Smoker,RR80,59,0.0031
t3250,Male,Non-Smoker,RR80,60,0.00333
t3250,Male,Non-Smoker,RR80,61,0.00365
t3250,Male,Non-Smoker,RR80,62,0.00405
t3250,Male,Non-Smoker,RR80,63,0.00451
t3250,Male,Non-Smoker,RR80,64,0.00502
t3250,Male,Non-Smoker,RR80,65,0.00559
t3250,Male,Non-Smoker,RR80,66,0.00621
t3250,Male,Non-Smoker,RR80,67,0.00689
t3250,Male,Non-Smoker,RR80,68,0.00764
t3250,Male,Non-Smoker,RR80,69,0.00851
t3250,Male,Non-Smoker,RR80,70,0.00954
t3250,Male,Non-Smoker,RR80,71,0.01078
t3250,Male,Non-Smoker,RR80,72,0.01226
t3250,Male,Non-Smoker,RR80,73,0.01402
t3250,Male,Non-Smoker,RR80,74,0.01603
t3250,Male,Non-Smoker,RR80,75,0.01831
t3250,Male,Non-Smoker,RR80,76,0.02084
t3250,Male,Non-Smoker,RR80,77,0.02366
t3250,Male,Non-Smoker,RR80,78,0.02683
t3250,Male,Non-Smoker,RR80,79,0.03047
t3250,Male,Non-Smoker,RR80,80,0.03471
t3250,Male,Non-Smoker,RR80,81,0.03959
t3250,Male,Non-Smoker,RR80,82,0.0451
t3250,Male,Non-Smoker,RR80,83,0.05146
t3250,Male,Non-Smoker,RR80,84,0.05884
t3250,Male,Non-Smoker,RR80,85,0.06747
t3250,Male,Non-Smoker,RR80,86,0.07753
t3250,Male,Non-Smoker,RR80,87,0.08912
t3250,Male,Non-Smoker,RR80,88,0.10231
t3250,Male,Non-Smoker,RR80,89,0.1167
t3250,Male,Non-Smoker,RR80,90,0.13214
t3250,Male,Non-Smoker,RR80,91,0.14843
t3250,Male,Non-Smoker,RR80,92,0.16491
t3250,Male,Non-Smoker,RR80,93,0.18134
t3250,Male,Non-Smoker,RR80,94,0.19696
t3250,Male,Non-Smoker,RR80,95,0.21108
t3250,Male,Non-Smoker,RR80,96,0.22779
t3250,Male,Non-Smoker,RR80,97,0.24559
t3250,Male,Non-Smoker,RR80,98,0.26495
t3250,Male,Non-Smoker,RR80,99,0.28546
t3250,Male,Non-Smoker,RR80,100,0.3067
t3250,Male,Non-Smoker,RR80,101,0.32825
t3250,Male,Non-Smoker,RR80,102,0.35002
t3250,Male,Non-Smoker,RR80,103,0.37165
t3250,Male,Non-Smoker,RR80,104,0.39279
t3250,Male,Non-Smoker,RR80,105,0.41305
t3250,Male,Non-Smoker,RR80,106,0.43208
t3250,Male,Non-Smoker,RR80,107,0.44951
t3250,Male,Non-Smoker,RR80,108,0.46498
t3250,Male,Non-Smoker,RR80,109,0.47812
t3250,Male,Non-Smoker,RR80,110,0.48857
t3250,Male,Non-Smoker,RR80,111,0.49595
t3250,Male,Non-Smoker,RR80,112,0.5
t3250,Male,Non-Smoker,RR80,113,0.5
t3250,Male,Non-Smoker,RR80,114,0.5
t3250,Male,Non-Smoker,RR80,115,0.5
t3250,Male,Non-Smoker,RR80,116,0.5
t3250,Male,Non-Smoker,RR80,117,0.5
t3250,Male,Non-Smoker,RR80,118,0.5
t3250,Male,Non-Smoker,RR80,119,0.5
t3250,Male,Non-Smoker,RR80,120,0.5
t3251,Male,Non-Smoker,RR90,18,6.5e-4
t3251,Male,Non-Smoker,RR90,19,6.8e-4
t3251,Male,Non-Smoker,RR90,20,7e-4
t3251,Male,Non-Smoker,RR90,21,7.3e-4
t3251,Male,Non-Smoker,RR90,22,7.1e-4
t3251,Male,Non-Smoker,RR90,23,6.8e-4
t3251,Male,Non-Smoker,RR90,24,6.8e-4
t3251,Male,Non-Smoker,RR90,25,6.7e-4
t3251,Male,Non-Smoker,RR90,26,5.7e-4
t3251,Male,Non-Smoker,RR90,27,5.5e-4
t3251,Male,Non-Smoker,RR90,28,5e-4
t3251,Male,Non-Smoker,RR90,29,4.6e-4
t3251,Male,Non-Smoker,RR90,30,4.3e-4
t3251,Male,Non-Smoker,RR90,31,4.6e-4
t3251,Male,Non-Smoker,RR90,32,4.7e-4
t3251,Male,Non-Smoker,RR90,33,5.4e-4
t3251,Male,Non-Smoker,RR90,34,6.2e-4
t3251,Male,Non-Smoker,RR90,35,7.2e-4
t3251,Male,Non-Smoker,RR90,36,8.4e-4
t3251,Male,Non-Smoker,RR90,37,9.5e-4
t3251,Male,Non-Smoker,RR90,38,0.00104
t3251,Male,Non-Smoker,RR90,39,0.0011
t3251,Male,Non-Smoker,RR90,40,0.00115
t3251,Male,Non-Smoker,RR90,41,0.00121
t3251,Male,Non-Smoker,RR90,42,0.00129
t3251,Male,Non-Smoker,RR90,43,0.00137
t3251,Male,Non-Smoker,RR90,44,0.00144
t3251,Male,Non-Smoker,RR90,45,0.00148
t3251,Male,Non-Smoker,RR90,46,0.00154
t3251,Male,Non-Smoker,RR90,47,0.00159
t3251,Male,Non-Smoker,RR90,48,0.00165
t3251,Male,Non-Smoker,RR90,49,0.00173
t3251,Male,Non-Smoker,RR90,50,0.00182
t3251,Male,Non-Smoker,RR90,51,0.00196
t3251,Male,Non-Smoker,RR90,52,0.00213
t3251,Male,Non-Smoker,RR90,53,0.00233
t3251,Male,Non-Smoker,RR90,54,0.00254
t3251,Male,Non-Smoker,RR90,55,0.00275
t3251,Male,Non-Smoker,RR90,56,0.00294
t3251,Male,Non-Smoker,RR90,57,0.00312
t3251,Male,Non-Smoker,RR90,58,0.00331
t3251,Male,Non-Smoker,RR90,59,0.00353
t3251,Male,Non-Smoker,RR90,60,0.0038
t3251,Male,Non-Smoker,RR90,61,0.00417
t3251,Male,Non-Smoker,RR90,62,0.00462
t3251,Male,Non-Smoker,RR90,63,0.00514
t3251,Male,Non-Smoker,RR90,64,0.00571
t3251,Male,Non-Smoker,RR90,65,0.00633
t3251,Male,Non-Smoker,RR90,66,0.007
t3251,Male,Non-Smoker,RR90,67,0.00772
t3251,Male,Non-Smoker,RR90,68,0.00852
t3251,Male,Non-Smoker,RR90,69,0.00943
t3251,Male,Non-Smoker,RR90,70,0.01051
t3251,Male,Non-Smoker,RR90,71,0.01181
t3251,Male,Non-Smoker,RR90,72,0.01335
t3251,Male,Non-Smoker,RR90,73,0.01516
t3251,Male,Non-Smoker,RR90,74,0.01724
t3251,Male,Non-Smoker,RR90,75,0.01958
t3251,Male,Non-Smoker,RR90,76,0.02216
t3251,Male,Non-Smoker,RR90,77,0.02503
t3251,Male,Non-Smoker,RR90,78,0.02823
t3251,Male,Non-Smoker,RR90,79,0.03191
t3251,Male,Non-Smoker,RR90,80,0.03618
t3251,Male,Non-Smoker,RR90,81,0.04113
t3251,Male,Non-Smoker,RR90,82,0.0467
t3251,Male,Non-Smoker,RR90,83,0.05312
t3251,Male,Non-Smoker,RR90,84,0.06057
t3251,Male,Non-Smoker,RR90,85,0.06926
t3251,Male,Non-Smoker,RR90,86,0.07936
t3251,Male,Non-Smoker,RR90,87,0.09099
t3251,Male,Non-Smoker,RR90,88,0.1042
t3251,Male,Non-Smoker,RR90,89,0.11857
t3251,Male,Non-Smoker,RR90,90,0.13396
t3251,Male,Non-Smoker,RR90,91,0.15002
t3251,Male,Non-Smoker,RR90,92,0.16621
t3251,Male,Non-Smoker,RR90,93,0.18228
t3251,Male,Non-Smoker,RR90,94,0.19746
t3251,Male,Non-Smoker,RR90,95,0.21108
t3251,Male,Non-Smoker,RR90,96,0.22779
t3251,Male,Non-Smoker,RR90,97,0.24559
t3251,Male,Non-Smoker,RR90,98,0.26495
t3251,Male,Non-Smoker,RR90,99,0.28546
t3251,Male,Non-Smoker,RR90,100,0.3067
t3251,Male,Non-Smoker,RR90,101,0.32825
t3251,Male,Non-Smoker,RR90,102,0.35002
t3251,Male,Non-Smoker,RR90,103,0.37165
t3251,Male,Non-Smoker,RR90,104,0.39279
t3251,Male,Non-Smoker,RR90,105,0.41305
t3251,Male,Non-Smoker,RR90,106,0.43208
t3251,Male,Non-Smoker,RR90,107,0.44951
t3251,Male,Non-Smoker,RR90,108,0.46498
t3251,Male,Non-Smoker,RR90,109,0.47812
t3251,Male,Non-Smoker,RR90,110,0.48857
t3251,Male,Non-Smoker,RR90,111,0.49595
t3251,Male,Non-Smoker,RR90,112,0.5
t3251,Male,Non-Smoker,RR90,113,0.5
t3251,Male,Non-Smoker,RR90,114,0.5
t3251,Male,Non-Smoker,RR90,115,0.5
t3251,Male,Non-Smoker,RR90,116,0.5
t3251,Male,Non-Smoker,RR90,117,0.5
t3251,Male,Non-Smoker,RR90,118,0.5
t3251,Male,Non-Smoker,RR90,119,0.5
t3251,Male,Non-Smoker,RR90,120,0.5
t3252,Male,Non-Smoker,RR100,18,6.9e-4
t3252,Male,Non-Smoker,RR100,19,7.2e-4
t3252,Male,Non-Smoker,RR100,20,7.4e-4
t3252,Male,Non-Smoker,RR100,21,7.7e-4
t3252,Male,Non-Smoker,RR100,22,7.5e-4
t3252,Male,Non-Smoker,RR100,23,7.2e-4
t3252,Male,Non-Smoker,RR100,24,7.1e-4
t3252,Male,Non-Smoker,RR100,25,7.1e-4
t3252,Male,Non-Smoker,RR100,26,6.1e-4
t3252,Male,Non-Smoker,RR100,27,5.8e-4
t3252,Male,Non-Smoker,RR100,28,5.2e-4
t3252,Male,Non-Smoker,RR100,29,4.8e-4
t3252,Male,Non-Smoker,RR100,30,4.6e-4
t3252,Male,Non-Smoker,RR100,31,4.8e-4
t3252,Male,Non-Smoker,RR100,32,5e-4
t3252,Male,Non-Smoker,RR100,33,5.7e-4
t3252,Male,Non-Smoker,RR100,34,6.5e-4
t3252,Male,Non-Smoker,RR100,35,7.6e-4
t3252,Male,Non-Smoker,RR100,36,8.8e-4
t3252,Male,Non-Smoker,RR100,37,0.001
t3252,Male,Non-Smoker,RR100,38,0.0011
t3252,Male,Non-Smoker,RR100,39,0.00116
t3252,Male,Non-Smoker,RR100,40,0.00121
t3252,Male,Non-Smoker,RR100,41,0.00128
t3252,Male,Non-Smoker,RR100,42,0.00136
t3252,Male,Non-Smoker,RR100,43,0.00145
t3252,Male,Non-Smoker,RR100,44,0.00152
t3252,Male,Non-Smoker,RR100,45,0.00156
t3252,Male,Non-Smoker,RR100,46,0.00162
t3252,Male,Non-Smoker,RR100,47,0.00168
t3252,Male,Non-Smoker,RR100,48,0.00175
t3252,Male,Non-Smoker,RR100,49,0.00183
t3252,Male,Non-Smoker,RR100,50,0.00192
t3252,Male,Non-Smoker,RR100,51,0.00206
t3252,Male,Non-Smoker,RR100,52,0.00225
t3252,Male,Non-Smoker,RR100,53,0.00246
t3252,Male,Non-Smoker,RR100,54,0.00269
t3252,Male,Non-Smoker,RR100,55,0.00291
t3252,Male,Non-Smoker,RR100,56,0.00312
t3252,Male,Non-Smoker,RR100,57,0.00332
t3252,Male,Non-Smoker,RR100,58,0.00353
t3252,Male,Non-Smoker,RR100,59,0.00378
t3252,Male,Non-Smoker,RR100,60,0.00408
t3252,Male,Non-Smoker,RR100,61,0.00448
t3252,Male,Non-Smoker,RR100,62,0.00499
t3252,Male,Non-Smoker,RR100,63,0.00556
t3252,Male,Non-Smoker,RR100,64,0.0062
t3252,Male,Non-Smoker,RR100,65,0.00688
t3252,Male,Non-Smoker,RR100,66,0.00762
t3252,Male,Non-Smoker,RR100,67,0.00842
t3252,Male,Non-Smoker,RR100,68,0.0093
t3252,Male,Non-Smoker,RR100,69,0.0103
t3252,Male,Non-Smoker,RR100,70,0.01147
t3252,Male,Non-Smoker,RR100,71,0.01286
t3252,Male,Non-Smoker,RR100,72,0.01452
t3252,Male,Non-Smoker,RR100,73,0.01646
t3252,Male,Non-Smoker,RR100,74,0.01867
t3252,Male,Non-Smoker,RR100,75,0.02114
t3252,Male,Non-Smoker,RR100,76,0.02385
t3252,Male,Non-Smoker,RR100,77,0.02683
t3252,Male,Non-Smoker,RR100,78,0.03013
t3252,Male,Non-Smoker,RR100,79,0.0339
t3252,Male,Non-Smoker,RR100,80,0.03826
t3252,Male,Non-Smoker,RR100,81,0.04336
t3252,Male,Non-Smoker,RR100,82,0.04907
t3252,Male,Non-Smoker,RR100,83,0.05563
t3252,Male,Non-Smoker,RR100,84,0.06322
t3252,Male,Non-Smoker,RR100,85,0.07204
t3252,Male,Non-Smoker,RR100,86,0.08226
t3252,Male,Non-Smoker,RR100,87,0.09399
t3252,Male,Non-Smoker,RR100,88,0.10725
t3252,Male,Non-Smoker,RR100,89,0.12161
t3252,Male,Non-Smoker,RR100,90,0.1369
t3252,Male,Non-Smoker,RR100,91,0.1526
t3252,Male,Non-Smoker,RR100,92,0.16828
t3252,Male,Non-Smoker,RR100,93,0.18374
t3252,Male,Non-Smoker,RR100,94,0.19822
t3252,Male,Non-Smoker,RR100,95,0.21108
t3252,Male,Non-Smoker,RR100,96,0.22779
t3252,Male,Non-Smoker,RR100,97,0.24559
t3252,Male,Non-Smoker,RR100,98,0.26495
t3252,Male,Non-Smoker,RR100,99,0.28546
t3252,Male,Non-Smoker,RR100,100,0.3067
t3252,Male,Non-Smoker,RR100,101,0.32825
t3252,Male,Non-Smoker,RR100,102,0.35002
t3252,Male,Non-Smoker,RR100,103,0.37165
t3252,Male,Non-Smoker,RR100,104,0.39279
t3252,Male,Non-Smoker,RR100,105,0.41305
t3252,Male,Non-Smoker,RR100,106,0.43208
t3252,Male,Non-Smoker,RR100,107,0.44951
t3252,Male,Non-Smoker,RR100,108,0.46498
t3252,Male,Non-Smoker,RR100,109,0.47812
t3252,Male,Non-Smoker,RR100,110,0.48857
t3252,Male,Non-Smoker,RR100,111,0.49595
t3252,Male,Non-Smoker,RR100,112,0.5
t3252,Male,Non-Smoker,RR100,113,0.5
t3252,Male,Non-Smoker,RR100,114,0.5
t3252,Male,Non-Smoker,RR100,115,0.5
t3252,Male,Non-Smoker,RR100,116,0.5
t3252,Male,Non-Smoker,RR100,117,0.5
t3252,Male,Non-Smoker,RR100,118,0.5
t3252,Male,Non-Smoker,RR100,119,0.5
t3252,Male,Non-Smoker,RR100,120,0.5
t3253,Male,Non-Smoker,RR110,18,7.3e-4
t3253,Male,Non-Smoker,RR110,19,7.6e-4
t3253,Male,Non-Smoker,RR110,20,7.8e-4
t3253,Male,Non-Smoker,RR110,21,8.1e-4
t3253,Male,Non-Smoker,RR110,22,7.9e-4
t3253,Male,Non-Smoker,RR110,23,7.6e-4
t3253,Male,Non-Smoker,RR110,24,7.5e-4
t3253,Male,Non-Smoker,RR110,25,7.5e-4
t3253,Male,Non-Smoker,RR110,26,6.4e-4
t3253,Male,Non-Smoker,RR110,27,6.1e-4
t3253,Male,Non-Smoker,RR110,28,5.5e-4
t3253,Male,Non-Smoker,RR110,29,5.1e-4
t3253,Male,Non-Smoker,RR110,30,4.8e-4
t3253,Male,Non-Smoker,RR110,31,5.1e-4
t3253,Male,Non-Smoker,RR110,32,5.2e-4
t3253,Male,Non-Smoker,RR110,33,6e-4
t3253,Male,Non-Smoker,RR110,34,6.9e-4
t3253,Male,Non-Smoker,RR110,35,8e-4
t3253,Male,Non-Smoker,RR110,36,0.00093000000000000005
t3253,Male,Non-Smoker,RR110,37,0.00105
t3253,Male,Non-Smoker,RR110,38,0.00115
t3253,Male,Non-Smoker,RR110,39,0.00122
t3253,Male,Non-Smoker,RR110,40,0.00128
t3253,Male,Non-Smoker,RR110,41,0.00135
t3253,Male,Non-Smoker,RR110,42,0.00144
t3253,Male,Non-Smoker,RR110,43,0.00152
t3253,Male,Non-Smoker,RR110,44,0.0016
t3253,Male,Non-Smoker,RR110,45,0.00164
t3253,Male,Non-Smoker,RR110,46,0.00171
t3253,Male,Non-Smoker,RR110,47,0.00177
t3253,Male,Non-Smoker,RR110,48,0.00184
t3253,Male,Non-Smoker,RR110,49,0.00193
t3253,Male,Non-Smoker,RR110,50,0.00202
t3253,Male,Non-Smoker,RR110,51,0.00217
t3253,Male,Non-Smoker,RR110,52,0.00237
t3253,Male,Non-Smoker,RR110,53,0.00259
t3253,Male,Non-Smoker,RR110,54,0.00283
t3253,Male,Non-Smoker,RR110,55,0.00307
t3253,Male,Non-Smoker,RR110,56,0.0033
t3253,Male,Non-Smoker,RR110,57,0.00351
t3253,Male,Non-Smoker,RR110,58,0.00374
t3253,Male,Non-Smoker,RR110,59,0.00401
t3253,Male,Non-Smoker,RR110,60,0.00434
t3253,Male,Non-Smoker,RR110,61,0.00477
t3253,Male,Non-Smoker,RR110,62,0.00532
t3253,Male,Non-Smoker,RR110,63,0.00594
t3253,Male,Non-Smoker,RR110,64,0.00663
t3253,Male,Non-Smoker,RR110,65,0.00737
t3253,Male,Non-Smoker,RR110,66,0.00817
t3253,Male,Non-Smoker,RR110,67,0.00903
t3253,Male,Non-Smoker,RR110,68,0.00997
t3253,Male,Non-Smoker,RR110,69,0.01105
t3253,Male,Non-Smoker,RR110,70,0.01229
t3253,Male,Non-Smoker,RR110,71,0.01378
t3253,Male,Non-Smoker,RR110,72,0.01553
t3253,Male,Non-Smoker,RR110,73,0.01758
t3253,Male,Non-Smoker,RR110,74,0.0199
t3253,Male,Non-Smoker,RR110,75,0.02247
t3253,Male,Non-Smoker,RR110,76,0.02529
t3253,Male,Non-Smoker,RR110,77,0.02838
t3253,Male,Non-Smoker,RR110,78,0.03178
t3253,Male,Non-Smoker,RR110,79,0.03564
t3253,Male,Non-Smoker,RR110,80,0.04008
t3253,Male,Non-Smoker,RR110,81,0.04532
t3253,Male,Non-Smoker,RR110,82,0.05117
t3253,Male,Non-Smoker,RR110,83,0.05787
t3253,Male,Non-Smoker,RR110,84,0.0656
t3253,Male,Non-Smoker,RR110,85,0.07455
t3253,Male,Non-Smoker,RR110,86,0.08489
t3253,Male,Non-Smoker,RR110,87,0.09671
t3253,Male,Non-Smoker,RR110,88,0.11001
t3253,Male,Non-Smoker,RR110,89,0.12435
t3253,Male,Non-Smoker,RR110,90,0.13955
t3253,Male,Non-Smoker,RR110,91,0.15488
t3253,Male,Non-Smoker,RR110,92,0.1701
t3253,Male,Non-Smoker,RR110,93,0.18501
t3253,Male,Non-Smoker,RR110,94,0.19886
t3253,Male,Non-Smoker,RR110,95,0.21108
t3253,Male,Non-Smoker,RR110,96,0.22779
t3253,Male,Non-Smoker,RR110,97,0.24559
t3253,Male,Non-Smoker,RR110,98,0.26495
t3253,Male,Non-Smoker,RR110,99,0.28546
t3253,Male,Non-Smoker,RR110,100,0.3067
t3253,Male,Non-Smoker,RR110,101,0.32825
t3253,Male,Non-Smoker,RR110,102,0.35002
t3253,Male,Non-Smoker,RR110,103,0.37165
t3253,Male,Non-Smoker,RR110,104,0.39279
t3253,Male,Non-Smoker,RR110,105,0.41305
t3253,Male,Non-Smoker,RR110,106,0.43208
t3253,Male,Non-Smoker,RR110,107,0.44951
t3253,Male,Non-Smoker,RR110,108,0.46498
t3253,Male,Non-Smoker,RR110,109,0.47812
t3253,Male,Non-Smoker,RR110,110,0.48857
t3253,Male,Non-Smoker,RR110,111,0.49595
t3253,Male,Non-Smoker,RR110,112,0.5
t3253,Male,Non-Smoker,RR110,113,0.5
t3253,Male,Non-Smoker,RR110,114,0.5
t3253,Male,Non-Smoker,RR110,115,0.5
t3253,Male,Non-Smoker,RR110,116,0.5
t3253,Male,Non-Smoker,RR110,117,0.5
t3253,Male,Non-Smoker,RR110,118,0.5
t3253,Male,Non-Smoker,RR110,119,0.5
t3253,Male,Non-Smoker,RR110,120,0.5
t3254,Male,Non-Smoker,RR125,18,8.1e-4
t3254,Male,Non-Smoker,RR125,19,8.4e-4
t3254,Male,Non-Smoker,RR125,20,8.6e-4
t3254,Male,Non-Smoker,RR125,21,9e-4
